building_id,mean_temp,std_temp,pct_above_18,pct_below_15
10000,14.016701434535019,6.3676492622326135,30.966330331633575,55.47538967849264
10009,11.01028048638153,5.809286996003361,16.69765805608604,74.93466680068349
10014,14.76009423643455,7.028290843423581,38.297265935139755,52.74831538445879
10019,14.75219175313747,7.020491283113653,38.191880041912086,52.886542354604735
10029,10.622508188742058,6.312460561811112,18.25563221896085,74.51301795448481
10031,12.51872099118389,6.276144595273961,24.080075420557996,66.33473764841057
10051,13.290568693587785,5.999000745442376,25.97693550756574,62.84890553841633
10053,11.374403533368802,6.258990338763394,19.957686882933707,72.38848730606487
10056,14.221562289471542,6.1794045077543185,31.770664359612127,57.05454021123968
10064,12.729579225705642,6.964127503403579,28.854589132358804,62.675186492768844
10075,15.17712319981736,6.44334546715509,39.29975267202544,47.279392279833935
10079,15.105831923572193,7.310311159619339,41.94066689251319,49.388762522383004
10080,15.788727905768031,7.276695255676388,46.42258819841091,44.66988664752966
10082,16.481817927787013,6.706141219645528,48.723152055379074,40.47223934379593
10083,15.642338056613623,7.120666233949096,44.870436948965434,45.874420061760624
10084,15.103437404180207,7.149927041471728,40.92004216232495,50.25146815238669
10085,15.87201886727475,7.191593636270212,46.19291488551234,44.711558809836205
10086,14.401349605024498,7.212646858776389,37.29047849202513,52.985983566940554
10087,15.087660041744552,7.268110485786865,41.58125639989854,49.843584131069925
10089,14.005138326886952,7.26885829436107,35.50778774954371,56.30632760560983
10090,14.292348986223814,6.619899290262298,36.6682123811732,51.18710874101553
10093,14.107773258270862,6.563872903856071,33.415299954503105,56.39014667331066
10094,14.207079018611719,6.7567493066937425,35.406337218847476,54.87878290373776
10097,14.357997188117173,6.864222068044872,37.845159605718386,51.274561002676414
10117,15.467991377969012,6.682571553234301,44.13410625109789,44.460337775101
10119,14.089674182737747,6.7517891686011495,35.08520585130448,54.69260543909918
10120,15.282544148744204,8.031762241511615,46.168775716171105,47.71627461636002
10124,13.869198858446182,7.03166503893032,34.57151056426444,56.046202963016114
10126,13.400895221560917,6.635989514517306,29.673490998941055,61.073067419696436
10128,17.429428523492952,6.706558499486138,56.04351758259297,34.869926052029584
10136,15.429839044852377,7.273167383733226,44.34338141516802,46.86940789148467
10144,12.118610615454028,6.126212822314991,21.841893859516993,68.8482201134709
10145,10.662937533667058,5.891477173010235,16.59074372844896,75.26177596406313
10150,14.964157995600228,7.494034563459178,41.2050516477199,50.724180776292116
10161,13.451501800401758,7.029405189124995,31.821653456440195,59.45789982857822
10165,13.055518070277657,6.732036807735771,29.071604938271605,62.0477366255144
10167,13.234493289218918,6.813348934796285,30.197673255775193,60.84369478982633
10168,13.195184804172143,6.8997928359809775,30.327255804676984,60.48332142204198
10174,16.608940831431973,6.955983995108371,49.54587088609365,41.2128288852686
10176,16.682368826663488,6.842547771979846,49.90124349737113,40.574317745569864
10177,16.648131433708468,6.775457258487117,49.226928328558806,40.82019223046237
10180,16.511847069183545,6.854052275230559,48.287360564561034,42.000487984935035
10182,16.740702034449036,6.320409984740384,50.90032760611846,37.492045534893585
10198,14.439545448068726,7.345024135404759,38.675400291120816,53.180494905385736
10199,17.255015246375176,6.978009104834876,53.96834852365918,37.61640952324219
10200,12.835381860010695,7.2551693767337655,30.705105474787075,61.61895267851767
10201,15.96091362617611,7.271203074177522,47.10770734886752,44.60681114551084
10202,13.554783199322024,7.495486091324255,34.06697549887004,58.621123857619075
10203,16.816461246696754,6.613476178659371,51.28312357283203,38.8368912962668
10204,14.773620587426736,7.063339931095164,39.064742465316534,51.70294477223196
10205,11.460771673753396,6.661885517123446,23.204572590987485,69.34838367310839
10206,10.135279219371279,6.35860053255743,17.561838635377374,76.29936241946791
10207,11.398467696793144,6.609717489627148,22.66790323827189,69.79121813343933
10208,9.5083887110844,5.540518397147767,11.98892866813081,82.24374981196787
1021,16.768166667788126,6.371574414362165,48.87055947488474,39.484701783428456
10215,15.469642928306365,7.149003674699672,44.25972525885896,46.58636194876449
10219,14.159470139467928,7.299826494926001,37.30760536752769,54.16640979799848
1022,17.785342074809307,6.216517953568088,57.62111103894296,31.784398689838827
1023,18.99003740656411,5.843677724238772,65.29266204378875,25.025639095622065
1024,18.306329050620622,5.930140475372776,60.60673656033906,28.844151981559968
10243,16.61479838222724,6.204487986259525,49.0093146358226,38.12274262652258
10244,15.573482930619056,6.621991499145782,44.1185238180409,43.49698920884755
10245,16.660158168910755,6.21359143293766,49.22347603536529,37.88389948813401
10247,15.610816611731286,6.620014985558957,44.66136237159144,43.10617113119858
10249,16.127140447483114,6.232782614562541,46.033884603725284,40.42406278419617
1025,17.539724459759974,6.329623547295489,56.10260229970672,33.80103347143988
10251,12.19342420109195,7.591853837120826,29.21943923818178,65.12087995304897
10252,12.014998989122342,7.601975957922707,27.505075951270868,67.00443675740712
10255,11.944625666331065,7.217732219092229,25.821904506487382,67.93393321187796
10257,15.261276271063915,7.283459963300418,40.810593333992124,51.13147084150938
10259,12.66754704547033,7.621098926867861,30.47989294304977,63.81830809364095
1026,18.560008061839824,5.710466545202414,62.04045488441462,26.71047725577927
10260,13.68296159355279,7.210209424852269,33.742477507001134,58.04938670934023
10262,14.737633827069295,7.445888735901559,39.184989446743444,53.038839307972275
10263,16.762853876391823,7.06936616111929,49.47879639226032,41.67658823630181
10265,15.094951592259807,7.165754661934332,40.848374016061065,50.50488987834937
10267,16.278251047821506,7.473103597825656,49.05572049819521,43.07589962179543
10268,16.947557502170863,6.974486064361637,51.43889840789424,39.66131795840264
10269,18.618766584638188,6.782378090886881,61.97382724883379,30.331218780531437
1027,14.684621790147476,6.65191354249966,35.71648844400364,52.54415282419716
10276,13.226200856416796,6.967355568363664,30.53115080869688,61.6602931458471
10277,13.562413305971011,7.038953334603819,32.624669111973695,59.366356848640244
10279,13.95004121495471,7.007195208401978,36.28633948108784,54.89632176721892
10281,13.039794597019968,6.873191778395805,31.380208333333332,59.961458333333326
10282,14.266275354075296,6.78883050102728,37.71750078143993,51.44653214322926
10285,13.988213033139052,7.037592056819352,35.448142278570174,56.55044902271526
10288,14.55143130455796,6.819244071443073,36.373919791652966,53.612532389808884
10291,12.23991858354612,6.7313871747832,25.205764889737804,66.19204723042195
10292,11.196085184116274,6.44088115169859,20.106946920067596,72.5282992661867
10303,17.639862791483523,6.578672763877197,55.705356850682286,34.47756798324553
10306,14.290877834508615,7.349605111598098,37.14386938679106,55.49732809778276
1031,12.159427755791588,6.8471266163267215,25.786200887198984,66.42110266159695
10311,16.36252990127767,6.5798127993556585,48.243310383987506,40.93619135495777
10312,16.44374051243284,6.4515438335613835,47.69274659439412,41.178708128283766
10315,16.726167123467878,6.394395826907944,49.858656770407684,38.9772377111775
10316,15.988762693849683,6.600565772471884,45.11483244268118,43.4584142279247
10318,17.51502975926788,6.3174811659764325,56.857413847613024,31.999156918537253
10323,14.300976712545795,7.3644310807549545,38.09248740412695,53.307018388370075
10324,16.415939333751,7.021108094766281,49.37507930465677,41.392272554244386
10330,14.988866887783624,7.180442854189559,40.85320445599477,49.573701727989786
10334,15.04288029668427,7.192198155017629,41.34090585499359,48.94243090601319
10337,13.964951408870068,6.836521644638797,33.97373972359679,56.951481576405186
10340,13.44955021808914,7.491581368562618,32.84563067954506,60.363681393000704
10349,13.664865598524933,7.362966182207126,34.314267182357604,58.218223749009056
10350,16.628703726964385,7.26811106904705,50.79432405336624,40.56322459576875
10354,12.336658740047687,6.730009094507123,26.107188854314533,64.94787211040396
10356,12.479140286263867,6.900297779575585,27.032301962469564,64.84744305973356
10357,11.891393205808619,6.844275062656931,23.820006474587245,69.11621884104888
10363,15.932502499926239,6.924610640933216,45.86556851663594,44.425108120681635
10366,15.816322504618421,6.825734046363044,44.01144048746425,45.29419079595565
